SMILES,num_rings,heavy_atoms,Compound Identification: Reaxys Commercial Substance ID,Links to Reaxys,Data Count,CAS Registry Number,Chemical Name,Linear Structure Formula,Molecular Formula,Molecular Weight
N1C=CC2=C1C=CC=N2,2,9,14748.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D14748&database=RC&origin=ReaxysOutput&ln=,(14 of 406),272-49-1,"4-Azaindole; 1H-pyrrolo[3,2-b]pyridine; 1H-Pyrrolo[3,2-b]pyridine 4-oxide, 1116136-36-7, 1H-pyrrolo[3,2-b]pyridin-4-ium-4-olate, SureCN3624899, SureCN4490839, 4-AZAINDOLE-N-OXIDE, CTK8B6384, MolPort-019-878-496, ANW-53378, AKOS006333242, PB26857, RP09059, AK-93530, BD230915, KB-219023, C-8782; 2-methyl-N-(5,6,7,8-tetrahydronaphthalen-1-yl)-3,4-dihydro-2H-1,4-benzothiazine-4-carboxamide; 2-fluoro-N-{2-[4-(2-fluorophenyl)piperazine-1-carbonyl]-1-benzofuran-3-yl}benzamide; 2-chloro-N-(5-{4-[(difluoromethyl)sulfanyl]benzyl}-1,3-thiazol-2-yl)acetamide; 2-hydroxy-N'-[(E)-(3,4,5-trimethoxyphenyl)methylidene]benzohydrazide",C7H6N2,C7H6N2,118.138
N1C=CC2=C1C=CN=C2,2,9,14749.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D14749&database=RC&origin=ReaxysOutput&ln=,(15 of 406),271-34-1,"5-Azaindole; 1H-pyrrolo[3,2-c]pyridine; 5-AZAINDOLE, 1H-pyrrolo[3,2-c]pyridine, 271-34-1, 1,5-Diazaindene, 3,7-Dideazapurine, 5-azindole, BRN 0109684, 1H-Pyrrolo(3,2-c)pyridine, 5H-PYRROLO[3,2-C]PYRIDINE, AG-E-86293, 271-32-9, 5-aza indole, zlchem 222, PubChem7676, ACMC-1CPBM, AC1L1SLA, pyrrolo[3,2-c]pyridine, SureCN67000, AGN-PC-0CW4QX, AC1Q4W0Z; N-benzyl-2-({9-ethyl-8,8-dioxo-8??-thia-3,5,9-triazatricyclo[8.4.0.0?,?]tetradeca-1(10),2(7),3,5,11,13-hexaen-4-yl}sulfanyl)acetamide; 4-[({3-[benzyl(propan-2-yl)amino]propyl}amino)methyl]-1-[(3-chlorophenyl)methyl]-2,5-dimethyl-1H-pyrrole-3-carboxylic acid; 2-{1-(3-methyl-2-buten-1-yl)-4-[(3-methyl-1-propyl-1H-pyrazol-4-yl)methyl]-2-piperazinyl}ethanol; N-(5-ethyl-1,3,4-thiadiazol-2-yl)-2-[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)methoxy]benzamide",C7H6N2,C7H6N2,118.138
N1C=CC2=C1C=NC=C2,2,9,14750.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D14750&database=RC&origin=ReaxysOutput&ln=,(16 of 406),271-29-4,"6-Azaindole; 1H-pyrrolo[2,3-c]pyridine; 6-[(4-chlorophenyl)methyl]-2-ethyl-5-{[(2-fluorophenyl)methyl]sulfanyl}-2H,6H,7H-pyrazolo[4,3-d]pyrimidin-7-one; 2-[1-(2-chloro-6-fluorobenzyl)-3-oxo-2-piperazinyl]-N-[(3-ethyl-5-isoxazolyl)methyl]acetamide; 5-(3-hydroxyphenyl)-N-[2-(methylsulfanyl)phenyl]-1,2-oxazole-3-carboxamide; [2-Amino-2-(4-fluoro-phenyl)-ethyl]-carbamic acid tert-butyl ester; 1H-Inden-2-amine, 5,6-diethyl-2,3-dihydro-, hydrochloride (1:1)",C7H6N2,C7H6N2,118.138
N1C=C2C=CC=CC2=N1,2,9,93458.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D93458&database=RC&origin=ReaxysOutput&ln=,(61 of 406),271-42-1,"2H-Indazole; N-[(4-ethoxyphenyl)methyl]-6-methyl-4-oxo-2,3,4,9-tetrahydro-1H-carbazole-7-sulfonamide; 2-fluoro-N-{5-[methyl(4-methylphenyl)sulfamoyl]-1,3,4-thiadiazol-2-yl}benzamide; 4-Hydroxy-4,5,6,7-tetrahydro-pyrazolo[1,5-a]pyridine-2-carboxylic acid; (3S,4R)-tert-butyl 3-(bromomethyl)-4-phenylpyrrolidine-1-carboxylate; 2-chloro-N-[3-(3,5-dimethyl-1H-pyrazol-1-yl)-3-oxopropyl]benzamide; 1H-Indazole",C7H6N2,C7H6N2,118.138
N1C=C2C=CC=NC2=C1,2,9,11334197.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11334197&database=RC&origin=ReaxysOutput&ln=,(200 of 406),nan,"6H-pyrrolo[3,4-b]pyridine; 6-chloro-2-({[(4-methylphenyl)methyl](propyl)amino}methyl)-1,4-dihydroquinolin-4-one",C7H6N2,C7H6N2,118.138
N1C=C2C=CN=CC2=C1,2,9,11339888.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11339888&database=RC&origin=ReaxysOutput&ln=,(202 of 406),270-70-2,"2H-pyrrolo[3,4-c]pyridine",C7H6N2,C7H6N2,118.138
O1N=CC2=C1C=CC=C2,2,9,13489.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D13489&database=RC&origin=ReaxysOutput&ln=,(11 of 406),271-95-4,"1,2-Benzisoxazole; N-[3-(5-bromofuran-2-yl)-1,2,4-thiadiazol-5-yl]-5-(5,6,7,8-tetrahydronaphthalen-2-yl)-1,2-oxazole-3-carboxamide; N-(3,5-dimethoxyphenyl)-1,4,7-trimethyl-2,3-dioxo-1,2,3,4-tetrahydroquinoxaline-6-sulfonamide; 1-{4-[6-methyl-2-(3-methylphenyl)-5-(propan-2-yl)pyrimidin-4-yl]piperazin-1-yl}hexan-1-one; ethyl 3-{3-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)sulfonyl]propanamido}benzoate; 3-Ethyl-5-(1-ethyl-1H-pyrazol-4-ylmethylene)-2-thioxo-imidazolidin-4-one; N-ethyl-3-methyl-1-phenyl-1H-thieno[2,3-c]pyrazole-5-carboxamide",C7H5NO,C7H5NO,119.123
O1C=NC2=C1C=CC=C2,2,9,131403.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D131403&database=RC&origin=ReaxysOutput&ln=,(69 of 406),273-53-0,"Benzoxazole; 9-({[2-(3-chlorophenyl)-5-methyl-1,3-oxazol-4-yl]methyl}sulfanyl)-12-ethyl-4-methyl-5-thia-1,10,11-triazatricyclo[6.4.0.0?,?]dodeca-2(6),3,7,9,11-pentaene; 5-(2-methoxyphenyl)-2-(4-methoxyphenyl)-1,10b-dihydropyrazolo[1,5-c][1,3]benzoxazine; N-(5-chloro-2-methoxyphenyl)-7-methylthieno[2,3-b]quinoline-2-carboxamide; 2,4-Bis-butylsulfanyl-6,7,8,9-tetrahydro-5H-1,3,9-triaza-fluorene; (3-Methoxycyclobutyl)methanamine; tert-butyl 3,5-dihydroxybenzoate",C7H5NO,C7H5NO,119.123
O1C=CC2=C1C=CC=N2,2,9,37764.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D37764&database=RC&origin=ReaxysOutput&ln=,(29 of 406),272-62-8,"Furo[3,2-b]pyridine; 3-(3-Chloro-phenyl)-6-(3,4-dimethoxy-phenyl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole; N-allyl-N'-[1-(1-naphthylmethyl)-5-oxo-3-pyrrolidinyl]urea; pentyl 6-bromo-2-(4-methylphenyl)quinoline-4-carboxylate; 1-(2-bromophenyl)-3-[1-(3,4-dimethylphenyl)ethyl]urea; (1-cyclopropylpropyl)[2-(thiophen-3-yl)ethyl]amine; 1-(4-fluoro-2-methylphenyl)-3-methyl-1H-pyrazole",C7H5NO,C7H5NO,119.123
O1C=CC2=CC=CN=C12,2,9,47332.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D47332&database=RC&origin=ReaxysOutput&ln=,(37 of 406),272-01-5,"furo[2,3-b]pyridine; methyl 2-({[(4-ethoxyphenyl)carbamoyl]methyl}sulfanyl)-6-methyl-4-oxo-1,4-dihydroquinoline-3-carboxylate; 6-bromo-3-(1-(furan-2-carbonyl)-5-phenyl-4,5-dihydro-1H-pyrazol-3-yl)-4-phenylquinolin-2(1H)-one; 2-({5-[(4-ethoxyanilino)methyl]-1,3,4-oxadiazol-2-yl}sulfanyl)-1-(4-fluorophenyl)ethanone; 3-(5-((3-chlorobenzyl)thio)-4-(4-ethoxyphenyl)-4H-1,2,4-triazol-3-yl)pyridine; (2,9-Dimethyl-3,5-diphenyl-furo[3,2-g]chromen-7-ylidene)-hydrazine; InChI=1/C7H5NO/c1-2-6-3-5-9-7(6)8-4-1/h1-5",C7H5NO,C7H5NO,119.123
O1C=C2C=CC=CC2=N1,2,9,48773.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D48773&database=RC&origin=ReaxysOutput&ln=,(38 of 406),271-58-9,"2,1-Benzisoxazole; 2,1-benzoxazole; Anthranil; ethyl 2,5-dimethyl-4-[(methyl{2-[(4-methylbenzyl)amino]-2-oxoethyl}amino)sulfonyl]-1H-pyrrole-3-carboxylate; 3-(4-ethoxyphenyl)-2-[(2-methylbenzyl)sulfanyl]-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one; 2-{1,4-dioxa-8-azaspiro[4.5]decan-8-yl}-7-(2-methylphenyl)-3H,4H-thieno[3,2-d]pyrimidin-4-one; 2,2-Dichloro-N-(1-methyl-1H-pyrazol-3-yl)-acetamide",C7H5NO,C7H5NO,119.123
O1C=CC2=C1C=CN=C2,2,9,53599.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D53599&database=RC&origin=ReaxysOutput&ln=,(42 of 406),271-92-1,"furo[3,2-c]pyridine; Furo[3,2-c]pyridine, 271-92-1, SureCN88833, CTK0J2774, MolPort-019-879-138, AKOS015855799, KB-84377, InChI=1/C7H5NO/c1-3-8-5-6-2-4-9-7(1)6/h1-5; 1-(2,5-dimethoxyphenyl)-2-{[4-(4-ethoxyphenyl)-5-(pyridin-3-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}ethanone; 1,3-dimethyl-7-(4-methylbenzyl)-8-[(3-oxobutan-2-yl)sulfanyl]-3,7-dihydro-1H-purine-2,6-dione; 2-(2,3-dihydro-1H-inden-5-yloxy)-1-(1,4-dioxa-8-azaspiro[4.5]dec-8-yl)-2-methylpropan-1-one; N-(2-methoxy-5-methylphenyl)-7-methyl-2,3-dioxo-1,2,3,4-tetrahydroquinoxaline-6-sulfonamide; 2-(4-bromobenzoyl)-3-(trifluoromethyl)-2H,3H,3aH,4H,5H,6H,7H,8H-cyclohepta[c]pyrazol-3-ol",C7H5NO,C7H5NO,119.123
O1C=CC2=CC=NC=C12,2,9,125755.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D125755&database=RC&origin=ReaxysOutput&ln=,(66 of 406),19539-50-5,"Furo[2,3-c]pyridine; N-(3-fluorophenyl)-2-{[4-oxo-3-(2-phenylethyl)-3H,4H,6H,7H-thieno[3,2-d]pyrimidin-2-yl]sulfanyl}acetamide; N-(3,4-Dimethoxy-phenyl)-2-[1-(2-hydroxy-ethyl)-2-methyl-4-oxo-1,4-dihydro-pyridin-3-yloxy]-acetamide; 2-(N-methyl2-phenyl-1H-1,3-benzodiazole-5-sulfonamido)-N-(4-methylcyclohexyl)acetamide; 2-[2-(2H-1,2,3-benzotriazol-2-yl)-4-methylphenoxy]-N~1~-[4-(pentyloxy)phenyl]acetamide; 1,3,3-trimethyl-5-[(3-methylpiperidin-1-yl)sulfonyl]-2,3-dihydro-1H-indol-2-one; N-(2,5-dichlorophenyl)-2-{[5-(4-fluorophenyl)-1,2-oxazol-3-yl]methoxy}acetamide",C7H5NO,C7H5NO,119.123
O1C=C2C=CN=CC2=C1,2,9,11543835.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11543835&database=RC&origin=ReaxysOutput&ln=,(223 of 406),270-77-9,"furo[3,4-c]pyridine",C7H5NO,C7H5NO,119.123
O1C=C2C=CC=NC2=C1,2,9,40236372.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D40236372&database=RC&origin=ReaxysOutput&ln=,(301 of 406),nan,"furo[3,4-b]pyridine",C7H5NO,C7H5NO,119.123
N1N=NC2=C1C=CC=C2,2,9,62393.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D62393&database=RC&origin=ReaxysOutput&ln=,(47 of 406),95-14-7,"1H-Benzotriazole; 1H-1,2,3-benzotriazole; 2-{[3-(4-bromophenyl)-4-oxo-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidin-2-yl]sulfanyl}-N-[2-(trifluoromethyl)phenyl]acetamide; 2-[({3-methyl-5-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidin-7-yl}methyl)sulfanyl]-N-(3-methylphenyl)acetamide; 1-tert-butyl-5-chloro-3-cyclopropyl-1H-pyrazole-4-carbonitrile; 1H-Benzo[d][1,2,3]triazole (Bortezomib Impurity); 1,3-Bis-[(3-chloro-phenyl)-phenyl-methyl]-urea",C6H5N3,C6H5N3,119.126
N1C=NC2=C1N=CC=C2,2,9,10939.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D10939&database=RC&origin=ReaxysOutput&ln=,(9 of 406),273-21-2,"3H-Imidazo[4,5-b]pyridine; dimethyl 4-(4-{[(4-tert-butylphenyl)carbonyl]oxy}phenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate; 2-cyclopropyl-4-ethyl-5-[(4-fluorophenyl)methyl]-6-[4-(thiophene-2-carbonyl)piperazin-1-yl]pyrimidine; N-(2-fluorophenyl)-2-(4-methoxyphenyl)-N-methyl-1-oxo-1,2-dihydroisoquinoline-4-carboxamide; Imidazo/4,5-b/pyridine (4-Azabenzimidazole) and its derivatives; 4-(2-Cyclopentyl-2H-pyrazol-3-yl)-piperidine; 3H-Imidazo[4,5-b]pyridine(9CI)",C6H5N3,C6H5N3,119.126
N1C=NC2=C1C=NC=C2,2,9,12353.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D12353&database=RC&origin=ReaxysOutput&ln=,(10 of 406),272-97-9,"3H-Imidazo[4,5-c]pyridine; N-(3-chloro-2-methylphenyl)-2-{[5-(4-chlorophenyl)-4-(4-methylphenyl)-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide; 1,3-dimethyl-8-(morpholin-4-ylmethyl)-7-(3-oxobutan-2-yl)-3,7-dihydro-1H-purine-2,6-dione; 2-fluoro-N-{2-[4-(2-fluorophenyl)piperazine-1-carbonyl]-1-benzofuran-3-yl}benzamide; 3H-Imidazo[4,5-c]pyridine(9CI); 3H-imidazolo[4,5-c]pyridine; 1H-Imidazo(4,5-c)pyridine",C6H5N3,C6H5N3,119.126
N1C=NC2=C1C=CN=C2,2,9,44550.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D44550&database=RC&origin=ReaxysOutput&ln=,(36 of 406),272-97-9,"1H-imidazo[4,5-c]pyridine; 5-Azabenzimidazole; N-[(5-fluoro-1H-indol-2-yl)methyl]-N-methyl-2-({6-[4-(2-pyridinyl)-1-piperazinyl]-3-pyridazinyl}oxy)acetamide; 3-{[2-(4-ethoxyphenyl)-5-methyl-1,3-oxazol-4-yl]methyl}-1-(4-methylphenyl)urea; 2-Methyl-1-(6-trifluoromethyl-3H-imidazo[4,5-b]pyridin-2-yl)-propylamine; 4,4'-[4,4'-biphenyldiylbis(oxy)]diphthalic acid; pentyl 6-bromo-2-(4-methylphenyl)quinoline-4-carboxylate",C6H5N3,C6H5N3,119.126
N1C=NC2=C1C=CC=N2,2,9,66308.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D66308&database=RC&origin=ReaxysOutput&ln=,(52 of 406),273-21-2,"1H-imidazo[4,5-b]pyridine; 4-Azabenzimidazole; 1-[(6-fluoro-1H-benzimidazol-2-yl)methyl]-N-[3-(2-furyl)phenyl]-4-piperidinecarboxamide; Pyridin-3-ylmethyl-thiazol-2-yl-amine; 3H-Imidazo[4,5-b]pyridine(9CI); 4H-Imidazo[4,5-b]pyridine(9CI); IMIDAZOPYRIDINE HB145[]--,",C6H5N3,C6H5N3,119.126
N1C=C2C=NC=CC2=N1,2,9,77512.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D77512&database=RC&origin=ReaxysOutput&ln=,(55 of 406),271-50-1,"2H-Pyrazolo[4,3-c]pyridine; N-(4-methylphenyl)-2-{3-oxo-6-[(propan-2-yl)sulfamoyl]-3,4-dihydro-2H-1,4-benzoxazin-4-yl}acetamide; [7-(4-fluorophenyl)-2-phenylpyrazolo[1,5-a]pyrimidin-5-yl](4-methylpiperidino)methanone; 5-[(4-nitro-1H-pyrazol-1-yl)methyl]-N-(2,3,4,5,6-pentafluorophenyl)-2-furamide; 2-[(4-chlorobenzyl)sulfanyl]-5-[(4-nitrobenzyl)sulfanyl]-1,3,4-thiadiazole; 4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}phenol; 4-(2-Acetylamino-ethoxy)-3-methoxy-benzoic acid",C6H5N3,C6H5N3,119.126
N1N=CC2=C1C=CN=C2,2,9,127028.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D127028&database=RC&origin=ReaxysOutput&ln=,(67 of 406),271-52-3,"1H-Pyrazolo[4,3-c]pyridine; 1-{2-[3-(2-chlorophenyl)-5-(2,5-dimethoxyphenyl)-4,5-dihydro-1H-pyrazol-1-yl]-2-oxoethyl}-3-(2-methoxyphenyl)-1-[2-(morpholin-4-yl)ethyl]urea; N-{4-[4-(3-ethyl-6-methyl-2,4-dioxo-1-phenyl-1,2,3,4-tetrahydropyrimidin-5-yl)piperazine-1-carbonyl]phenyl}acetamide; 5-(3,4-dimethyl-1,2-oxazol-5-yl)-N-(3,5-dimethylphenyl)-2-methoxybenzene-1-sulfonamide; N-(3-cyclopentylpropyl)-2-[1-(4-fluorobenzyl)-3-oxo-2-piperazinyl]-N-methylacetamide; N-(2,4-dimethoxyphenyl)-6-methyl-2-(4-methylpiperidine-1-carbonyl)quinolin-4-amine; N-(3-hydroxypropyl)-3-methyl-1-phenyl-1H-thieno[2,3-c]pyrazole-5-carboxamide",C6H5N3,C6H5N3,119.126
N1N=CC2=NC=CC=C12,2,9,133689.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D133689&database=RC&origin=ReaxysOutput&ln=,(70 of 406),272-52-6,"1H-pyrazolo[4,3-b]pyridine; [5-oxo-2-(propan-2-yl)-5H-[1,3,4]thiadiazolo[3,2-a]pyrimidin-7-yl]methyl 2-[(3-methoxyphenyl)formamido]acetate; N-cyclopropyl-N-(2-{4-[6-(3-methoxyphenyl)pyridazin-3-yl]-1,4-diazepan-1-yl}-2-oxoethyl)-2-methylbenzamide; 6-chloro-N-(3-chloro-2-methylphenyl)-1-(4-fluorophenyl)-1H,2H,3H,4H,9H-pyrido[3,4-b]indole-2-carboxamide; 2-Amino-1-(3,4-dimethyl-phenyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxylic acid (2-methoxy-ethyl)-amide; 3-amino-N-(4-methylphenyl)-6-(thiophen-2-yl)-4-(trifluoromethyl)thieno[2,3-b]pyridine-2-carboxamide; 4-biphenylyl{1-[(2,6-dimethyl-4-pyrimidinyl)carbonyl]-3-piperidinyl}methanone",C6H5N3,C6H5N3,119.126
N1N=CC2=CC=CN=C12,2,9,134607.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D134607&database=RC&origin=ReaxysOutput&ln=,(71 of 406),271-73-8,"1H-Pyrazolo[3,4-b]pyridine; 2-(3-chloro-6-oxo-1(6H)-pyridazinyl)-N-[6,6-dimethyl-1-(4-methylphenyl)-4,5,6,7-tetrahydro-1H-indazol-4-yl]acetamide; methyl 2-({[(3-chloro-4-methoxyphenyl)carbamoyl]methyl}sulfanyl)-6-methyl-4-oxo-1,4-dihydroquinoline-3-carboxylate; 3-(2-chloro-6-fluorophenyl)-N-[4-(morpholin-4-ylsulfonyl)phenyl]-4,5-dihydro-1,2-oxazole-5-carboxamide; [4-(1,3-benzodioxol-5-yl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-6-en-1-yl]methyl cyclohexylcarbamate; N-ethyl-1-[(2-ethyl-2,3-dihydro-4H-1,4-benzoxazin-4-yl)carbonyl]-4-piperidinecarboxamide; ethyl 1-{[5-(hydroxymethyl)-2-furyl]methyl}-4-(3-phenylpropyl)-4-piperidinecarboxylate",C6H5N3,C6H5N3,119.126
N1N=CC2=C1C=NC=C2,2,9,136507.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D136507&database=RC&origin=ReaxysOutput&ln=,(75 of 406),271-47-6,"1H-Pyrazolo[3,4-c]pyridine; 4-[(4-{2-[5-(2-furyl)-3-(4-methoxyphenyl)-4,5-dihydro-1H-pyrazol-1-yl]-1,3-thiazol-4-yl}phenyl)sulfonyl]morpholine hydrobromide; 2-(6-chloro-1,3-benzodioxol-5-yl)-8-methoxy-5-(3-pyridinylmethyl)-2,3,4,5-tetrahydro-1,5-benzothiazepine; N-cyclooctyl-3-methyl-1-oxo-2-[3-(propan-2-yloxy)propyl]-1H,2H,3H,4H-pyrazino[1,2-a]indole-3-carboxamide; N-(2,5-dimethylphenyl)-N-ethyl-2-{4-oxo-3H,4H,5H-pyridazino[4,5-b]indol-3-yl}acetamide; N-(3-cyclopentylpropyl)-2-[1-(4-fluorobenzyl)-3-oxo-2-piperazinyl]-N-methylacetamide; N-(2H-1,3-benzodioxol-5-yl)-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)propanamide",C6H5N3,C6H5N3,119.126
N1C=C2N=CC=CC2=N1,2,9,2453422.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D2453422&database=RC&origin=ReaxysOutput&ln=,(86 of 406),272-51-5,"2H-pyrazolo[4,3-b]pyridine; 3-methyl-4-[2-(2-methylpropoxy)phenyl]-1-([1,2,4]triazolo[4,3-b]pyridazin-6-yl)-4,5-dihydro-1H-pyrazolo[3,4-b]pyridin-6-ol; 2-[(4-chlorobenzyl)sulfanyl]-5-[(4-nitrobenzyl)sulfanyl]-1,3,4-thiadiazole; tert-Butyl 3,7-diazabicyclo[3.3.1]nonane-3-carboxylate hydrochloride; 1H-pyrazolo[4,3-b]pyridine",C6H5N3,C6H5N3,119.126
N1N=C2C=CC=CC2=N1,2,9,3660280.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3660280&database=RC&origin=ReaxysOutput&ln=,(107 of 406),95-14-7,"1H-Benzotriazole; Benzotriazole; 4-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-5-fluoro-pyrimidin-2-one; (5-{4-[(difluoromethyl)sulfanyl]phenyl}furan-2-yl)(morpholin-4-yl)methanethione; 5-tert-butyl-3-(2-chlorophenyl)-2-methylpyrazolo[1,5-a]pyrimidine-7-thiol; 1H-Benzotriazole-ring-d4 solution; 2H-Benzo[d][1,2,3]triazole",C6H5N3,C6H5N3,119.126
N1C=C2C=NC=NC2=C1,2,9,3895293.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D3895293&database=RC&origin=ReaxysOutput&ln=,(131 of 406),20438-17-9,"6H-Pyrrolo[3,4-d]pyrimidine; N-{[2-(ethylsulfonyl)-1-(3-phenylpropyl)-1H-imidazol-5-yl]methyl}-N-methyl-2-(tetrahydro-2H-pyran-4-yl)ethanamine; 1h-pyrrolo[3,4-d]pyrimidine; SCHEMBL207434; SCHEMBL207435; 14529-49-8; 20438-17-9",C6H5N3,C6H5N3,119.126
N1C=C2N=CC=NC2=C1,2,9,11340816.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D11340816&database=RC&origin=ReaxysOutput&ln=,(203 of 406),272-39-9,"6H-pyrrolo[3,4-b]pyrazine",C6H5N3,C6H5N3,119.126
N1C=C2C=NN=CC2=C1,2,9,18447381.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D18447381&database=RC&origin=ReaxysOutput&ln=,(273 of 406),nan,"6H-pyrrolo[3,4-d]pyridazine",C6H5N3,C6H5N3,119.126
N1C=CC2=CN=CN=C12,2,9,34816.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=S&query=IDE.RCSID%3D34816&database=RC&origin=ReaxysOutput&ln=,(23 of 406),271-70-5,"7H-Pyrrolo[2,3-d]pyrimidine; 2-amino-1-[2-chloro-5-(trifluoromethyl)phenyl]-4-(2,5-dimethylthiophen-3-yl)-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carbonitrile; 2-[N-benzyl-1-(4-chlorophenyl)formamido]-N-[4-(4-chlorophenyl)-1-(3,4-dimethoxyphenyl)-1H-imidazol-2-yl]acetamide; 6-[(4-chlorophenyl)methyl]-2-ethyl-5-{[(2-fluorophenyl)methyl]sulfanyl}-2H,6H,7H-pyrazolo[4,3-d]pyrimidin-7-one; 2-Amino-4-[5-(2-bromo-phenoxymethyl)-2,4-dimethyl-phenyl]-5-oxo-5,6,7,8-tetrahydro-4H-chromene-3-carbonitrile; 2-{4-(1,3-benzodioxol-5-yl)-2-[(3-methyl-1-piperidinyl)methyl]phenoxy}-N-(1,3-thiazol-2-ylmethyl)acetamide; N-[(3-fluorophenyl)methyl]-1-(6-methyl-3,4-dihydro-2H-1,4-benzoxazine-4-carbonyl)piperidine-4-carboxamide",C6H5N3,C6H5N3,119.126
